110,60664,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,474.37
111,72393,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,274.06
112,95703,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,168.86
116,70682,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,476.26
118,83904,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,496.17
119,77657,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,416
123,80734,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,422.49
124,65330,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,248.1
125,82732,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,133.78
128,78975,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,382.76
131,67838,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,163.68
132,68019,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,304.18
133,79165,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,196.32
134,72011,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,449.44
138,59320,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,285.73
139,84841,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,40.22
141,69711,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,53.54
143,86069,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,273.12
144,76439,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,468.82
148,74807,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,397.37
153,64458,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,249.05
155,69935,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,257.03
158,96597,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,90.96
160,80335,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,408.94
162,81742,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,446.4
165,74993,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,28.89
168,60778,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,426.9
169,73938,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,430.78
170,92987,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,386.34
172,61842,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,106.4
173,82590,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,169.63
174,88090,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,113.17
177,84710,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,226.18
180,94991,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,415.26
181,92971,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,344.82
183,73865,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,497.96
184,94796,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,468.52
186,87432,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,477.37
187,98446,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,399.53
189,76311,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,192.74
190,94125,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,10.05
192,84586,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,165.02
194,89599,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,310.94
195,71887,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,10.01
198,97873,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,482.62
199,69345,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,261.76
202,83371,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,260.06
205,95771,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,146.36
206,75886,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,472
207,80504,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,227.93
208,84014,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,291.94
210,78358,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,349.13
211,67698,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,377.31
215,79305,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,116.04
217,82711,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,212.39
218,97226,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,419.08
219,73067,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,164.69
221,72603,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,347.7
222,99246,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,432.37
223,92499,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,251.55
226,69682,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,460.58
229,80878,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,306.36
231,90281,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,315.53
233,71236,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,75.02
235,70295,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,454.92
236,93813,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,278.88
245,83426,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,57.48
246,88920,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,168.31
248,79996,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,68.97
250,87697,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,498.62
252,86803,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,153.14
254,79014,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,498.66
255,64975,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,22.04
256,81248,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,391.21
258,86175,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,439.24
259,66937,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,250.6
264,67492,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,114.63
266,77182,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,435.2
268,97301,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,442.18
272,64268,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,490
275,98736,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,422.65
277,68447,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,164.25
280,84608,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,433.29
281,64578,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,417.84
287,89721,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,479.44
288,82565,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,499.95
291,71998,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,226.14
293,60982,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,228.02
294,93978,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,59.45
300,72602,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,201.65
305,87556,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,344.08
309,70941,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,195.27
316,93966,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,194.84
319,77365,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,313.06
322,82482,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,88.02
324,81512,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,327.52
327,64505,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,187.24
331,60684,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,16.46
332,59047,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,136.16
340,89710,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,323.01
346,92399,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,420.9
348,66373,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,21.18
351,67356,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,437.07
353,79569,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,266.28
357,79271,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,54.94
359,82211,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,64.45
360,86396,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,121.92
363,95615,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,291.61
364,73948,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,422.81
368,74694,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,353.18
370,81816,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,466.95
373,78465,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,184.32
375,60655,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,323.99
377,91232,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,272.34
379,61247,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,330.6
384,84170,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,494.26
385,95220,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,414.83
389,98672,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,457.58
390,71979,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,48.94
391,74036,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,21.4
394,87732,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,260.21
397,72345,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,309.99
398,70042,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,225.03
399,81040,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,308.61
402,81032,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,279.3
403,72709,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,184.65
405,62545,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,272.28
408,76530,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,491.96
409,86152,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,492.84
410,85814,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,284.12
411,63457,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,384.71
413,99402,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,124.66
414,94182,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,48.2
420,93911,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,85.82
421,68456,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,427.08
424,90221,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,346.12
425,72290,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,273.52
427,81955,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,396.74
432,96090,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,361.64
433,64827,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,223.14
437,95457,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,137.34
439,88258,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,216.78
441,65120,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,170.41
443,93341,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,184.8
444,96690,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,488.84
445,74346,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,22.92
449,73892,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,164.34
450,86207,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,275.06
452,68671,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,367.1
453,62026,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,256.7
456,62355,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,349.66
457,73575,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,285.04
459,90749,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,57.34
461,79555,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,190
464,88010,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,476.21
465,88682,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,185.69
469,65726,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,38.25
472,61078,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,176.86
474,95193,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,84.25
478,71573,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,256.91
480,94058,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,51.39
481,97823,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,178.89
482,62605,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,407.55
485,83078,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,346.36
490,67397,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,194.67
494,65116,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,353.15
496,74074,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,176.45
499,75427,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,23.27
500,96467,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,284.2
501,65046,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,426.2
503,95674,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,221.02
504,65692,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,231.72
507,68656,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,448.85
508,83406,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,270.4
510,98686,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,460.14
519,62131,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,22.74
520,69772,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,271.81
521,94904,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,62.54
522,59056,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,64.65
523,78635,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,285.8
524,87266,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,203.49
526,98803,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,235.85
527,73957,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,368.75
528,80825,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,433.94
529,79199,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,74.46
533,64523,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,277.29
536,99469,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,215.41
538,95630,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,89.53
543,81982,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,490.52
547,86137,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,191.73
548,63083,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,53.71
551,83798,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,217.3
553,96208,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,200.65
557,79065,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,429.49
560,62578,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,427.81
563,78766,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,293.91
564,61964,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,427.27
567,68772,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,308.74
568,93267,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,343.57
569,85344,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,443.79
571,68184,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,163.5
574,84837,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,194.34
575,85397,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,45.95
577,76146,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,71.7
581,77346,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,119.05
582,96882,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,43.24
586,88393,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,177.84
587,89323,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,76.23
589,71349,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,337.24
590,82123,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,238.38
591,94660,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,396
593,97949,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,50.91
598,90144,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,224.11
600,64795,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,228.01
603,94279,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,408.66
607,66075,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,401.23
610,97630,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,130.3
614,65027,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,53.67
616,70204,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,294.42
617,91763,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,17.34
620,66381,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,424.71
621,78803,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,398.44
626,69198,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,111.14
627,86896,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,430.86
628,71415,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,179.78
631,83405,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,14.27
632,88474,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,102.38
636,86865,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,477.63
638,77036,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,445.57
639,85679,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,117.4
647,68237,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,437.73
649,61739,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,127.26
652,95653,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,54.38
656,90790,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,288.51
657,81404,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,397.29
659,97081,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,464.32
662,68309,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,379.79
666,68055,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,232.39
667,68722,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,473.45
668,70734,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,497.31
671,95684,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,308.45
673,69352,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,496.03
674,80282,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,226.15
676,63102,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,25.22
680,76692,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,426.6
687,98043,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,61.05
692,66854,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,249.45
693,87477,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,278.97
694,70990,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,300.66
695,77454,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,32.55
697,84708,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,103.64
701,81554,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,168.94
703,95854,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,147.23
704,77843,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,430.96
705,71741,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,492.92
706,78342,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,117.93
707,73555,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,59.84
708,93046,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,113.28
709,93042,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,13.93
710,93071,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,436.58
717,71286,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,40.04
719,80385,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,183.69
721,92366,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,21.32
727,66546,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,347.86
728,64363,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,415.2
731,98358,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,36
736,80851,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,297.14
739,81432,ENT-24-40F,Enterprise Switch 40GigE SFP+ 24 port ,200.22
740,70351,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,249.11
741,76126,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,108.86
742,84974,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,404.88
743,86873,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,376.03
744,80899,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,355.34
745,65957,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,52.44
748,60149,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,218.91
749,82138,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,282.51
751,88034,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,496.24
753,84793,ADV-48-10F,Advanced Switch 10 GigE Copper/Fiber 44 port coppe,305.72
755,91473,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,79.45
756,82033,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,377.3
758,74373,BAS-48-1 C,Basic Switch 10/100/1000 BaseT 48 port,312.76
762,90401,ENT-48-10F,Enterprise Switch 10GigE SFP+ 48 port,125.05
764,95619,ENT-24-10F,Enterprise Switch 10GigE SFP+ 24 Port,64.07
767,84953,BAS-08-1 C,Basic Switch  10/100/1000 BaseT 8 port,401.73
768,76885,ENT-48-40F,Enterprise Switch 40GigE SFP+ 48 port ,405.85
769,85868,ADV-24-10C,Advanced Switch 10GigE Copper 24 port,32.3
